ICB plus Code,BNF Chemical Substance plus Code,Spend per Patient_202412,Spend per Patient_202512,% Spend Change,Items per Patient_202412,Items per Patient_202512,% Items Change,Spend per Item_202412,Spend per Item_202512,% Spend per Item Change
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levocarnitine (0908010Z0),3.5e-05,0.0,-100.0,1e-06,0.0,-100.0,64.180222,0.0,-100.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levocetirizine (0304010AC),0.000462,0.000384,-16.8,7.3e-05,5.8e-05,-20.2,6.329678,6.592262,4.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levodopa/carbidopa/entacapone (0409010X0),0.004744,0.005685,19.8,8.9e-05,8.2e-05,-7.9,53.141904,69.178137,30.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levofloxacin (0501120X0),0.000823,0.00067,-18.5,4.5e-05,4.1e-05,-8.5,18.433659,16.419214,-10.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levofloxacin (1103010AG),0.000103,7.8e-05,-24.8,3e-06,6e-06,83.3,31.661257,12.990064,-59.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levomepromazine hydrochloride (0402010L0),0.000354,0.000302,-14.7,1.6e-05,1.1e-05,-33.3,21.692445,27.756708,28.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levomepromazine maleate (0402010K0),0.000998,0.001674,67.8,2.3e-05,1.5e-05,-33.3,43.641205,109.83827,151.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levonorgestrel (0703021L0),9e-05,5.8e-05,-35.1,3.2e-05,2.3e-05,-27.1,2.801929,2.493517,-11.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levonorgestrel (0703023L0),0.00728,0.003676,-49.5,8.5e-05,4.2e-05,-50.3,85.195631,86.588091,1.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levonorgestrel (0703050A0),7.2e-05,5.9e-05,-18.0,2e-05,2e-05,2.8,3.670899,2.927232,-20.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levothyroxine sodium (0602010V0),0.042191,0.038048,-9.8,0.032226,0.035074,8.8,1.309228,1.084775,-17.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Levothyroxine sodium and liothyronine (0602010Z0),0.002343,0.003883,65.7,3e-06,5e-06,66.7,717.525733,713.5304,-0.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lidocaine (1303000N0),9.1e-05,0.000115,26.3,2.4e-05,2.2e-05,-8.9,3.705959,5.136328,38.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lidocaine (1502010I0),0.001475,0.002238,51.7,9.1e-05,9.7e-05,6.6,16.228287,23.101229,42.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lidocaine hydrochloride (0107010N0),8.4e-05,0.000151,80.5,1.4e-05,2.8e-05,104.0,6.148973,5.441096,-11.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lidocaine hydrochloride (1203010Q0),1.2e-05,1e-05,-13.3,6e-06,5e-06,-9.1,1.994424,1.902274,-4.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lidocaine hydrochloride (1203030M0),2.1e-05,2.4e-05,13.8,4e-06,4e-06,14.3,5.43684,5.412717,-0.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lidocaine hydrochloride (1502010J0),0.007233,0.009523,31.7,0.000552,0.000665,20.5,13.105669,14.319179,9.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Light liquid paraffin (1302011L0),0.002775,0.002473,-10.9,0.000284,0.00026,-8.5,9.784182,9.525285,-2.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Linaclotide (0106070B0),0.003516,0.003963,12.7,7.5e-05,8.9e-05,19.7,47.153793,44.404943,-5.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Linagliptin (0601023AE),0.020883,0.019902,-4.7,0.000902,0.000925,2.5,23.141327,21.523141,-7.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Linagliptin/metformin (0601023AF),0.00242,0.002301,-5.0,7e-05,7.1e-05,0.8,34.472056,32.515468,-5.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Linezolid (0501070W0),0.000185,0.0,-100.0,1e-06,0.0,-100.0,340.5524,0.0,-100.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liothyronine sodium (0602010M0),0.00818,0.008457,3.4,3.5e-05,4.5e-05,27.7,231.200708,187.212897,-19.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liquid OTC glucose for diabetic hypo treatment (0913541) (0913541B0),0.001411,0.001388,-1.6,0.000108,0.0001,-7.1,13.089006,13.861594,5.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liquid additive lactase (0913121) (0913121A0),0.000109,3.5e-05,-68.0,6e-06,3e-06,-45.5,18.148564,10.654226,-41.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liquid micronutrient supplement (0913282) (0913282A0),3.5e-05,9.2e-05,161.7,1e-06,2e-06,100.0,32.321544,42.294654,30.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liquid paraffin (0106030P0),2.9e-05,2.1e-05,-27.9,3e-06,2e-06,-20.0,10.754982,9.688681,-9.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liquid paraffin (1302011M0),6.1e-05,5.7e-05,-5.9,1.1e-05,8e-06,-30.0,5.579339,7.501756,34.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Liraglutide (0601023AB),0.002179,0.000976,-55.2,1.7e-05,1e-05,-38.7,129.160142,94.387663,-26.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lisdexamfetamine dimesylate (0404000U0),0.100783,0.142136,41.0,0.001457,0.002089,43.4,69.19468,68.046345,-1.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lisinopril (0205051L0),0.004753,0.005384,13.3,0.005714,0.005759,0.8,0.831747,0.934841,12.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lisinopril with diuretic (0205051K0),0.001215,0.0011,-9.5,9.3e-05,9.4e-05,1.2,13.132306,11.747571,-10.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lithium carbonate (0402030K0),0.008366,0.00951,13.7,0.001214,0.001424,17.3,6.892545,6.677191,-3.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lithium citrate (0402030P0),0.000584,0.000771,32.0,1.9e-05,2.4e-05,25.7,30.663877,32.197919,5.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lodoxamide trometamol (1104020M0),0.000103,9.7e-05,-5.3,1.7e-05,1.6e-05,-9.4,5.889867,6.157661,4.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lofepramine hydrochloride (0403010R0),0.002385,0.001953,-18.1,0.000114,0.000121,6.7,20.968572,16.087916,-23.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Loperamide hydrochloride (0104020L0),0.004815,0.005549,15.3,0.001158,0.001211,4.6,4.156778,4.582232,10.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Loperamide hydrochloride and simeticone (0104020P0),0.0,0.0001,999999.0,0.0,2e-06,999999.0,0.0,61.502277,999999.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Loprazolam mesilate (0401010N0),4.5e-05,8.2e-05,80.7,2e-06,3e-06,100.0,27.821278,25.13956,-9.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Loratadine (0304010D0),0.001553,0.001232,-20.7,0.001527,0.001351,-11.6,1.016993,0.9118,-10.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lorazepam (0401020P0),0.006712,0.003061,-54.4,0.000863,0.000909,5.4,7.780013,3.365289,-56.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lormetazepam (0401010P0),1.9e-05,1.5e-05,-20.1,2e-06,3e-06,25.0,8.887256,5.684374,-36.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Losartan potassium (0205052N0),0.014685,0.015301,4.2,0.014991,0.017338,15.7,0.979634,0.882524,-9.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Losartan potassium with diuretic (0205052P0),0.001065,0.000639,-40.1,0.000193,0.000195,0.8,5.512382,3.277195,-40.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Loteprednol etabonate (1104010W0),0.000245,0.000234,-4.6,3e-05,2.8e-05,-7.3,8.18231,8.414822,2.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Low Friction Products (2138),0.000271,0.000575,112.4,1e-05,1.5e-05,55.5,27.638513,37.739842,36.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lubricant Gels (2114),0.001106,0.00124,12.1,0.000172,0.000217,26.3,6.431359,5.708976,-11.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lurasidone (0402010AI),0.005562,0.006664,19.8,0.000104,0.000103,-0.5,53.501864,64.446701,20.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lymecycline (0501030L0),0.00417,0.004131,-0.9,0.000644,0.000701,8.8,6.471227,5.892713,-8.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Lymphoedema Garments (2127),0.03858,0.046639,20.9,0.000526,0.000616,17.0,73.300088,75.769032,3.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Macrogol 3350 (0106040M0),0.06965,0.085954,23.4,0.007064,0.007838,10.9,9.859432,10.966741,11.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium aspartate (0905013A0),0.000818,0.001109,35.6,2e-05,2.3e-05,16.2,40.613237,47.394874,16.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium citrate (0106050M0),1.1e-05,1.1e-05,0.0,1e-06,1e-06,-0.0,19.487186,19.490742,0.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium citrate (0905013F0),0.001525,0.00263,72.4,1.6e-05,2.3e-05,44.8,96.643154,115.045564,19.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium glycerophosphate (0905013G0),0.003434,0.003249,-5.4,4.7e-05,4.7e-05,-1.2,72.525718,69.422614,-4.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium hydroxide (0101010Q0),4.6e-05,4.6e-05,0.0,5e-06,4e-06,-30.0,8.391308,11.990595,42.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium lactate (0905013P0),0.001089,0.001241,14.0,1e-06,2e-06,200.0,2000.0124,760.25435,-62.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium oxide (0101010I0),0.000928,0.000644,-30.6,1.1e-05,7e-06,-35.0,85.21464,91.013557,6.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium sulfate (1310050M0),1e-05,2.1e-05,119.1,5e-06,6e-06,22.2,1.961546,3.516816,79.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Magnesium trisilicate (0101010J0),5e-06,0.0,-100.0,1e-06,0.0,-100.0,9.892291,0.0,-100.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Malathion (1310040M0),0.001059,0.000884,-16.5,5.1e-05,4e-05,-21.3,20.693167,21.939594,6.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),"Measles, mumps and rubella vaccine (1404000W0)",6e-06,2.9e-05,380.0,1e-06,2e-06,300.0,11.0248,13.230355,20.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mebendazole (0505010D0),0.000267,0.000242,-9.3,0.000135,0.000149,10.1,1.979721,1.631151,-17.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mebeverine hydrochloride (0102000P0),0.005705,0.00513,-10.1,0.001218,0.001325,8.8,4.685704,3.872303,-17.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mebeverine hydrochloride compound preparations (0102000X0),0.00069,0.000922,33.6,1.5e-05,2e-05,32.1,45.280634,45.793578,1.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Medicated stockings (1313010S0),0.000169,0.000212,25.5,4e-06,4e-06,14.3,44.247984,48.609675,9.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Medroxyprogesterone acetate (0604012M0),0.002099,0.002029,-3.3,0.000186,0.000186,-0.0,11.276842,10.903112,-3.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Medroxyprogesterone acetate (0703022M0),0.001384,0.001426,3.0,0.000233,0.000238,1.9,5.927101,5.994629,1.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Medroxyprogesterone acetate (0803020H0),0.000395,0.000646,63.3,9e-06,1.7e-05,82.3,42.726977,38.270734,-10.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mefenamic acid (1001010N0),0.003808,0.021287,459.0,0.000366,0.000436,19.2,10.410992,48.830582,369.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mefloquine hydrochloride (0504010L0),2.3e-05,0.0,-100.0,2e-06,0.0,-100.0,13.815748,0.0,-100.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Megestrol acetate (0803020L0),3e-05,5e-05,66.7,1e-06,2e-06,50.0,27.828094,30.92437,11.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Melatonin (0401010AD),0.052484,0.046063,-12.2,0.003527,0.004511,27.9,14.880803,10.212,-31.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Meloxicam (1001010AA),4.7e-05,4.1e-05,-12.5,4.3e-05,4.8e-05,11.4,1.093193,0.858909,-21.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Memantine hydrochloride (0411000G0),0.009452,0.005746,-39.2,0.002389,0.002801,17.2,3.956818,2.051764,-48.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Menadiol sodium phosphate (0906060L0),0.001889,0.001913,1.2,1e-05,7e-06,-33.3,192.852956,292.9024,51.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Meningococcal A + C + W135 + Y vaccine (1404000X0),1.7e-05,1.6e-05,-4.7,1e-06,1e-06,-0.0,31.5124,30.0248,-4.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Menthol (1303000AA),0.002619,0.003209,22.5,0.000164,0.00021,27.5,15.934918,15.313802,-3.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mepacrine hydrochloride (0504040M0),5.7e-05,8.9e-05,56.8,1e-06,4e-06,300.0,52.019828,20.39838,-60.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mepivacaine hydrochloride (1502010AB),1e-06,4.5e-05,3222.2,2e-06,6.6e-05,3966.4,0.830727,0.67869,-18.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Meptazinol hydrochloride (0407020L0),7.1e-05,0.000109,53.2,3e-06,4e-06,16.7,21.737161,28.538363,31.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mepyramine maleate (1303000M0),1.5e-05,8e-06,-46.3,2e-06,2e-06,-0.0,9.081633,4.877235,-46.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mercaptopurine (0801030L0),0.001152,0.000349,-69.7,2.8e-05,2.8e-05,-0.0,41.491224,12.575341,-69.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mesalazine (Systemic) (0105010B0),0.122392,0.129356,5.7,0.001878,0.00199,6.0,65.179082,64.993064,-0.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metformin hydrochloride (0601022B0),0.100038,0.067809,-32.2,0.031706,0.035385,11.6,3.155135,1.916301,-39.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metformin hydrochloride/pioglitazone (0601023W0),0.000381,0.000339,-11.0,1.4e-05,1.1e-05,-19.2,26.931474,29.682839,10.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metformin hydrochloride/sitagliptin (0601023AD),0.004987,0.002432,-51.2,0.000371,0.000389,4.8,13.435242,6.248723,-53.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metformin hydrochloride/vildagliptin (0601023Z0),0.002376,0.002401,1.1,6.2e-05,5.7e-05,-7.9,38.290146,42.020691,9.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methadone hydrochloride (0407020M0),0.001965,0.004358,121.8,3.7e-05,7.9e-05,113.2,53.091982,55.224563,4.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methadone hydrochloride (0410030C0),0.046898,0.041081,-12.4,0.007299,0.00697,-4.5,6.425405,5.894288,-8.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methenamine hippurate (0501130H0),0.010642,0.017227,61.9,0.000572,0.00098,71.4,18.620908,17.584497,-5.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methocarbamol (1002020S0),0.000899,0.000898,-0.1,0.000148,0.000183,24.0,6.095068,4.909767,-19.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methotrexate (0801030P0),3.5e-05,0.0,-100.0,1e-06,0.0,-100.0,64.2524,0.0,-100.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methotrexate (1001030U0),0.002317,0.001935,-16.5,0.000981,0.001034,5.3,2.361124,1.872579,-20.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methyl salicylate (1003020N0),0.000814,0.00112,37.6,8.5e-05,9.4e-05,10.2,9.529051,11.900576,24.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methyldopa (0205020H0),0.00084,0.000506,-39.7,5.6e-05,5.4e-05,-2.0,15.12293,9.303291,-38.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methylphenidate hydrochloride (0404000M0),0.072285,0.08716,20.6,0.002107,0.002632,24.9,34.308238,33.115876,-3.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methylprednisolone (0603020S0),4e-05,4.5e-05,14.9,1e-06,3e-06,400.0,72.5924,16.676983,-77.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Methylprednisolone acetate (1001022K0),0.001026,0.001189,15.9,0.000234,0.000227,-3.0,4.383344,5.240527,19.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metoclopramide hydrochloride (0406000P0),0.001541,0.001112,-27.9,0.000581,0.000591,1.7,2.651633,1.880895,-29.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metolazone (0202010V0),0.001217,0.00179,47.1,1e-05,3.9e-05,300.0,124.195733,45.674344,-63.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metoprolol tartrate (0204000K0),0.005291,0.005609,6.0,0.000499,0.000527,5.8,10.613379,10.635678,0.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metronidazole (0501110C0),0.001314,0.001726,31.3,0.000577,0.000644,11.7,2.277456,2.677905,17.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metronidazole (0702020X0),0.000221,0.000306,38.4,4.9e-05,6.6e-05,34.4,4.5163,4.649117,2.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metronidazole (1310012K0),0.003111,0.00301,-3.3,0.000182,0.000183,0.6,17.113833,16.459665,-3.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Metyrapone (0607030M0),0.000716,0.00353,392.9,1e-06,9e-06,1599.9,1315.7224,381.502988,-71.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mexiletine hydrochloride (0203020P0),0.0,0.000272,999999.0,0.0,2e-06,999999.0,0.0,125.1124,999999.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mianserin hydrochloride (0403010T0),0.000132,0.000246,86.3,2e-06,3e-06,66.7,80.715678,90.250928,11.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Miconazole (1203020H0),0.000126,0.000666,429.3,2.3e-05,8.1e-05,254.7,5.503792,8.212817,49.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Miconazole nitrate (1310020N0),0.003865,0.004009,3.7,0.000631,0.000653,3.5,6.127185,6.139043,0.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Micro-Enema - Sodium Citrate (2143),6e-06,1.4e-05,118.9,1e-06,1e-06,100.0,11.858915,12.978626,9.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Midazolam hydrochloride (0408020W0),0.014143,0.01567,10.8,0.000146,0.000156,6.7,96.593478,100.321843,3.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Midazolam hydrochloride (1501041T0),0.00063,0.00081,28.5,0.000111,0.000139,25.5,5.6749,5.810564,2.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Midazolam maleate (0408020V0),0.002603,0.003058,17.4,1.9e-05,2.6e-05,37.1,136.660686,117.0449,-14.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Midodrine hydrochloride (0207020Y0),0.004616,0.002893,-37.3,0.000295,0.000373,26.4,15.648979,7.760365,-50.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Minocycline hydrochloride (0501030P0),0.000127,0.000145,13.6,8e-06,7e-06,-7.1,16.726859,20.457404,22.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Minoxidil (0205010N0),0.000649,0.000495,-23.7,4.7e-05,4.6e-05,-3.5,13.700819,10.830243,-21.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Minoxidil (1309000H0),0.000331,0.000337,2.0,1.1e-05,9e-06,-20.0,30.375491,38.746983,27.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mirabegron (0704020AE),0.074696,0.09403,25.9,0.003151,0.004031,27.9,23.702226,23.325504,-1.6
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mirtazapine (0403040X0),0.013855,0.013169,-5.0,0.013009,0.014875,14.3,1.065042,0.885294,-16.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Misoprostol (0103040M0),4.4e-05,3.9e-05,-11.2,5e-06,4e-06,-22.2,9.004302,10.276429,14.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mizolastine (0304010AA),3.2e-05,0.0,-100.0,2e-06,0.0,-100.0,14.61024,0.0,-100.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Moclobemide (0403020K0),0.000111,0.000209,88.1,6e-06,8e-06,36.4,18.558969,25.608379,38.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Modafinil (0404000R0),0.000633,0.000687,8.5,8.7e-05,9.6e-05,10.7,7.320073,7.177286,-2.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mometasone furoate (0302000R0),8e-05,3.7e-05,-54.5,2e-06,2e-06,-0.0,49.168025,22.379237,-54.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mometasone furoate (1202010U0),0.016138,0.011038,-31.6,0.00213,0.00232,8.9,7.575307,4.758649,-37.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mometasone furoate (1304000Y0),0.006998,0.009114,30.2,0.001098,0.001101,0.2,6.37163,8.277801,29.9
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mometasone furoate/olopatadine hydrochloride (1202010Z0),0.001241,0.00162,30.6,6.6e-05,8.6e-05,30.6,18.836325,18.836452,0.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mometasone/glycopyrronium/indacaterol (0302000W0),0.002163,0.004212,94.7,4.1e-05,7.9e-05,94.7,52.996483,53.01002,0.0
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Montelukast (0303020G0),0.004408,0.002807,-36.3,0.002941,0.003202,8.9,1.498734,0.876803,-41.5
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Morphine sulfate (0407020Q0),0.012211,0.0124,1.6,0.001633,0.001619,-0.9,7.478014,7.661156,2.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Moxifloxacin (0501120Y0),0.000147,0.000185,25.6,4e-06,5e-06,28.6,38.576762,37.69396,-2.3
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Moxifloxacin hydrochloride (1108020U0),0.000335,0.000482,43.9,2.4e-05,2.8e-05,15.9,13.977246,17.357533,24.2
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Moxonidine (0205020M0),0.001422,0.001024,-27.9,0.000241,0.000269,11.5,5.895727,3.809699,-35.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mupirocin (1202030R0),0.000703,0.000866,23.1,0.000114,0.000136,19.0,6.150237,6.361617,3.4
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mupirocin (1310011M0),0.000898,0.000807,-10.1,0.000103,0.000108,4.2,8.68117,7.490025,-13.7
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mycophenolate mofetil (0802010M0),0.004237,0.003586,-15.4,0.000191,0.000212,11.1,22.180638,16.894943,-23.8
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Mycophenolic sodium (0802010N0),0.000197,8.9e-05,-55.1,2e-06,2e-06,-0.0,120.869067,54.275733,-55.1
NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD (QMJ),Nabumetone (1001010X0),6.3e-05,0.000245,286.4,3e-06,4e-06,40.0,23.293619,64.293775,176.0
