ICB plus Code,BNF Chemical Substance plus Code,Spend per Patient_202412,Spend per Patient_202512,% Spend Change,Items per Patient_202412,Items per Patient_202512,% Items Change,Spend per Item_202412,Spend per Item_202512,% Spend per Item Change
England,Clonazepam (0408020D0),7.5e-05,0.000241,223.0,0.0,0.0,99.4,792.926033,1284.33654,62.0
England,Clonidine hydrochloride (0205020E0),0.000968,0.001477,52.7,8.9e-05,8.7e-05,-2.1,10.865623,16.939064,55.9
England,Clonidine hydrochloride (0407042F0),0.024177,0.028207,16.7,0.000441,0.000462,4.8,54.864221,61.082354,11.3
England,Clopidogrel (0209000C0),0.014877,0.01386,-6.8,0.015903,0.016961,6.7,0.935512,0.817197,-12.6
England,Clotrimazole (0702020F0),0.009575,0.009297,-2.9,0.001039,0.001052,1.2,9.213574,8.840481,-4.0
England,Clotrimazole (1103020C0),0.0,0.0,-100.0,0.0,0.0,-100.0,1.7074,0.0,-100.0
England,Clotrimazole (1310020H0),0.0017,0.002002,17.8,0.000907,0.000972,7.2,1.874468,2.058963,9.8
England,Clozapine (0402010C0),0.000118,0.000126,7.1,3e-06,5e-06,48.2,35.458693,25.622632,-27.7
England,Co-amilofruse (Amiloride hydrochloride/frusemide) (0202040B0),0.001051,0.000843,-19.7,0.000217,0.000196,-9.7,4.846487,4.305629,-11.2
England,Co-amilozide (Amiloride hydrochloride/hydrochlorothiazide) (0202040C0),0.000937,0.000756,-19.3,5.7e-05,5e-05,-11.7,16.506741,15.076819,-8.7
England,Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),0.006462,0.004234,-34.5,0.001847,0.001862,0.8,3.498499,2.273979,-35.0
England,Co-beneldopa (Benserazide/levodopa) (0409010K0),0.011609,0.012665,9.1,0.001274,0.001312,3.0,9.114416,9.653075,5.9
England,Co-careldopa (Carbidopa/levodopa) (0409010N0),0.014952,0.019391,29.7,0.001984,0.002128,7.2,7.535249,9.112499,20.9
England,Co-codamol (Codeine phosphate/paracetamol) (0407010F0),0.07394,0.088943,20.3,0.019851,0.020296,2.2,3.724685,4.382258,17.7
England,Co-cyprindiol (Cyprote acetate/ethinylestradiol) (1306020C0),0.000561,0.000435,-22.5,5.6e-05,5e-05,-11.2,10.020501,8.740202,-12.8
England,Co-danthramer (Dantron/poloxamer 188) (0106020B0),4.4e-05,2.7e-05,-36.9,0.0,0.0,-33.5,231.4974,219.58615,-5.1
England,Co-dydramol (Dihydrocodeine/paracetamol) (0407010N0),0.009411,0.007021,-25.4,0.001591,0.001538,-3.3,5.914668,4.564225,-22.8
England,Co-magaldrox (Magnesium/aluminium hydroxide) (0101010G0),7.1e-05,8e-05,12.8,1.9e-05,2.3e-05,18.4,3.674577,3.498097,-4.8
England,Co-phenotrope (Diphenox hydrochloride/atropine sulfate) (0104020H0),0.000282,0.000378,33.9,1e-06,2e-06,45.2,264.676565,244.162273,-7.8
England,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol) (0407010Q0),0.002509,0.002808,11.9,5e-06,4e-06,-14.5,486.449913,636.920116,30.9
England,Co-simalcite (Simeticone/hydrotalcite) (0101010P0),0.0,0.0,-100.0,0.0,0.0,-100.0,5.712337,0.0,-100.0
England,Co-tenidone (Atenolol/chlortalidone) (020400040),0.00049,0.000516,5.2,9.1e-05,8.2e-05,-9.7,5.386681,6.281712,16.6
England,Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),0.001181,0.001285,8.8,0.00039,0.000445,14.2,3.033053,2.887883,-4.8
England,Coal tar (1309000C0),0.003721,0.003786,1.7,0.000626,0.000595,-5.0,5.941203,6.364496,7.1
England,Cocois (1305020V0),0.001657,0.001807,9.1,0.000105,0.000107,1.6,15.705178,16.865431,7.4
England,Cod liver oil (0906011H0),1.3e-05,1.1e-05,-20.2,6e-06,5e-06,-6.5,2.388545,2.037608,-14.7
England,Codeine phosphate (0309010C0),0.001253,0.00288,129.8,0.000135,0.000117,-13.4,9.291335,24.650317,165.3
England,Codeine phosphate (0407020C0),0.018416,0.016237,-11.8,0.007248,0.007664,5.7,2.540999,2.11859,-16.6
England,Colchicine (1001040G0),0.000502,0.000457,-8.9,0.000682,0.000749,9.9,0.736262,0.610756,-17.0
England,Colecalciferol (0906040G0),0.136018,0.161957,19.1,0.037657,0.040329,7.1,3.612064,4.015911,11.2
England,Colesevelam hydrochloride (0212000AD),0.021581,0.044198,104.8,0.000306,0.000364,18.9,70.485742,121.362918,72.2
England,Colestipol hydrochloride (0212000K0),8.6e-05,0.000222,159.4,0.0,0.0,6.4,363.834822,887.224441,143.9
England,Colestyramine (0212000F0),0.005688,0.00595,4.6,0.000239,0.000249,4.3,23.839676,23.900071,0.3
England,Colistimethate sodium (0501070I0),0.007663,0.011898,55.3,4.2e-05,4.3e-05,2.9,182.988194,276.117952,50.9
England,Colostomy Bags (2335),0.138513,0.146015,5.4,0.000582,0.000599,2.9,237.987073,243.818942,2.5
England,Combined ethinylestradiol 20mcg (0703010E0),0.00686,0.006675,-2.7,0.000433,0.000403,-6.9,15.859773,16.578711,4.5
England,Combined ethinylestradiol 30mcg (0703010F0),0.015045,0.013121,-12.8,0.00241,0.00208,-13.7,6.242481,6.308546,1.1
England,Combined ethinylestradiol 35mcg (0703010G0),0.00049,0.000371,-24.2,8.2e-05,6.6e-05,-19.5,5.986972,5.641435,-5.8
England,Combined mestranol (0703010M0),1e-06,0.0,-100.0,0.0,0.0,-100.0,2.079493,0.0,-100.0
England,Compound alginates and proprietary indigestion preparations (010102100),2.7e-05,7.4e-05,176.0,3e-06,7e-06,97.6,7.722066,10.782266,39.6
England,Compound antispasmodic preparations (0102000D0),0.0,0.0,-74.5,0.0,0.0,-60.1,3.933957,2.513821,-36.1
England,Contraceptive Devices (2104),0.000424,0.000386,-8.9,4e-05,3.5e-05,-12.5,10.711954,11.154582,4.1
England,Coronavirus vaccine (1404000AT),4e-06,0.00015,3572.5,0.0,1e-06,1844.5,130.5024,246.469011,88.9
England,Cortisone acetate (0603020F0),4.6e-05,0.000149,226.1,0.0,0.0,139.3,583.144328,794.562303,36.3
England,Crotamiton (1303000I0),0.000896,0.000947,5.7,0.000135,0.000144,6.5,6.616001,6.567364,-0.7
England,Cyanocobalamin (0901020D0),0.013417,0.016224,20.9,0.003194,0.003802,19.0,4.200679,4.267017,1.6
England,Cyclizine hydrochloride (0406000F0),0.003206,0.002911,-9.2,0.001662,0.001772,6.6,1.928586,1.642854,-14.8
England,Cyclizine lactate (0406000G0),0.001554,0.000845,-45.6,9.6e-05,9.6e-05,-0.0,16.255213,8.838972,-45.6
England,Cycloidal Vibration Accessories (2131),4e-06,4e-06,-0.3,0.0,0.0,-0.3,270.461704,270.414906,-0.0
England,Cyclopentolate hydrochloride (1105000E0),0.000348,0.000387,11.3,3e-05,3.2e-05,6.5,11.538913,12.058825,4.5
England,Cyclophosphamide (0801010H0),9e-06,1e-06,-92.3,0.0,0.0,-75.1,139.3424,42.9524,-69.2
England,Cyproheptadine hydrochloride (0304010K0),5.3e-05,5.7e-05,8.0,2e-06,3e-06,18.5,22.00907,20.059585,-8.9
England,Cyproterone acetate (0604020D0),8e-06,1.1e-05,36.8,0.0,0.0,13.3,23.742072,28.659764,20.7
England,Cyproterone acetate (0803042E0),0.001546,0.001732,12.0,3.5e-05,3.5e-05,-1.0,44.341119,50.182927,13.2
England,Cytisinicline (0410020E0),0.000547,0.000238,-56.6,5e-06,2e-06,-55.3,108.631329,105.511072,-2.9
England,Dabigatran etexilate (0208020X0),0.018202,0.00454,-75.1,0.000348,0.000334,-4.2,52.2583,13.609303,-74.0
England,Dalteparin sodium (0208010L0),0.009292,0.008241,-11.3,7.8e-05,6.2e-05,-21.1,118.622736,133.4012,12.5
England,Danazol (0607020C0),0.00011,0.000135,22.9,1e-06,1e-06,-2.7,167.085053,210.909502,26.2
England,Dantrolene sodium (1002020J0),0.000736,0.00079,7.4,4.4e-05,4.5e-05,2.4,16.648751,17.458628,4.9
England,Dapagliflozin (0601023AG),0.444707,0.133287,-70.0,0.012347,0.016604,34.5,36.017818,8.027328,-77.7
England,Dapagliflozin/metformin (0601023AL),0.00558,0.006104,9.4,0.000142,0.000156,9.8,39.289915,39.128164,-0.4
England,Dapoxetine hydrochloride (0704060A0),0.000371,0.000583,57.2,1e-05,1.1e-05,12.0,38.443631,53.922859,40.3
England,Dapsone (0501100H0),0.000361,0.000314,-13.0,3e-05,3e-05,-2.9,11.875121,10.639329,-10.4
England,Darbepoetin alfa (0901030J0),0.002161,0.002329,7.8,7e-06,7e-06,-3.8,306.955903,343.986946,12.1
England,Daridorexant (0401040A0),0.002842,0.012826,351.3,7.2e-05,0.000338,371.3,39.657161,37.974829,-4.2
England,Darifenacin hydrobromide (0704020AC),0.003062,0.003009,-1.7,0.000123,0.000121,-1.2,24.896321,24.76774,-0.5
England,Darunavir (0503010AC),0.0,8e-06,999999.0,0.0,0.0,999999.0,0.0,496.3524,999999.0
England,Debridement Device (2141),0.005468,0.005866,7.3,9.6e-05,0.000104,8.3,57.056572,56.527241,-0.9
England,Deferasirox (0901030K0),4.1e-05,8.8e-05,112.8,0.0,0.0,85.2,376.883829,432.997015,14.9
England,Deferiprone (0901030I0),6e-06,6e-06,-13.1,0.0,0.0,-50.1,101.429805,176.697703,74.2
England,Deflazacort (0603020I0),0.000143,0.00017,18.3,6e-06,7e-06,25.2,25.118369,23.744381,-5.5
England,Degarelix (0803042R0),0.005337,0.003202,-40.0,4.1e-05,4e-05,-3.2,129.136862,80.005272,-38.0
England,Delgocitinib (1305030M0),0.0,5.6e-05,999999.0,0.0,0.0,999999.0,0.0,714.0124,999999.0
England,Demeclocycline hydrochloride (0501030F0),0.003485,0.003252,-6.7,6e-06,5e-06,-9.2,581.844176,597.693377,2.7
England,Dengue fever (1404000AV),0.0,2e-06,999999.0,0.0,0.0,999999.0,0.0,68.7748,999999.0
England,Denosumab (0606020Z0),0.02623,0.029542,12.6,0.000143,0.000162,13.1,183.612723,182.802526,-0.4
England,Deodorants (2345),0.00148,0.001471,-0.6,0.000109,0.000106,-2.0,13.633037,13.826917,1.4
England,Depigmenting agents (1315000G0),0.000215,0.000166,-22.7,1e-06,1e-06,-26.5,171.550227,180.313692,5.1
England,Dequalinium chloride (0702020Z0),7e-06,7e-06,6.6,1e-06,1e-06,-6.1,8.742461,9.929251,13.6
England,Desloratadine (0304010AB),0.001208,0.000572,-52.7,0.000183,0.00018,-1.6,6.590453,3.169109,-51.9
England,Desmopressin acetate (0605020E0),0.021282,0.019066,-10.4,0.000448,0.00047,5.0,47.5212,40.562491,-14.6
England,Desogestrel (0703021Q0),0.014792,0.009999,-32.4,0.003534,0.003164,-10.5,4.185771,3.160183,-24.5
England,Detection Sensor Interstitial Fluid/Gluc (2148),0.397064,0.508297,28.0,0.005106,0.006206,21.5,77.76461,81.900661,5.3
England,Dev For Fungal Nail Infections (2147),1.2e-05,1.1e-05,-12.1,1e-06,1e-06,-5.0,18.818915,17.416456,-7.5
England,Dexamethasone (0603020G0),0.002186,0.002012,-8.0,0.000341,0.000379,11.2,6.412636,5.308175,-17.2
England,Dexamethasone (1104010I0),0.006535,0.006875,5.2,0.000618,0.000607,-1.7,10.583638,11.325837,7.0
England,Dexamethasone (120101050),0.005624,0.011671,107.5,0.001675,0.001387,-17.2,3.357475,8.412511,150.6
England,Dexamethasone phosphate (0603020AA),0.000367,0.000373,1.7,2.1e-05,2.6e-05,18.7,17.08434,14.632526,-14.4
England,Dexamethasone sodium metasulphobenzoate (120101040),0.000414,0.00086,107.8,5.5e-05,0.000115,110.6,7.549354,7.447305,-1.4
England,Dexamethasone sodium phosphate (0603020H0),1.7e-05,1.9e-05,15.7,1e-06,1e-06,17.6,26.987203,26.546241,-1.6
England,Dexamfetamine sulfate (0404000L0),0.017974,0.020572,14.5,0.000261,0.000376,43.7,68.759897,54.774482,-20.3
England,Dexketoprofen (1001010AE),1.2e-05,1.5e-05,19.6,1e-06,2e-06,19.2,9.717295,9.754563,0.4
England,Dexpanthenol (1302010E0),0.00014,0.000183,31.1,2.2e-05,2.6e-05,19.5,6.380384,7.002575,9.8
England,Dextromethorphan hydrobrom compound prepartions (0309020R0),0.0,0.0,-39.9,0.0,0.0,-33.5,4.645182,4.202619,-9.5
England,Dextromethorphan hydrobromide (0309010L0),1.8e-05,2.5e-05,38.0,3e-06,3e-06,21.3,6.652777,7.57443,13.9
England,Diamorphine hydrochloride (0309010N0),0.0,6e-06,999999.0,0.0,0.0,999999.0,0.0,365.0124,999999.0
England,Diamorphine hydrochloride (Systemic) (0407020K0),0.000685,0.00059,-13.9,8e-06,5e-06,-44.0,84.043094,129.291845,53.8
England,Diazepam (0401020K0),0.006547,0.00871,33.0,0.005249,0.005167,-1.6,1.247209,1.685657,35.2
England,Diazoxide (0601040E0),0.000367,0.000603,64.1,3e-06,3e-06,18.0,126.659627,176.041603,39.0
England,Dibrompropamidine isetionate (1310050K0),2e-06,6e-06,266.9,0.0,1e-06,37.5,3.70556,9.885463,166.8
England,Dichlorobenzyl alcohol/amylmetacresol (1203030AA),0.0,0.0,-46.1,0.0,0.0,-66.8,4.469518,7.252642,62.3
England,Diclofenac diethyl (1003020AF),0.031301,0.028773,-8.1,0.003219,0.003637,13.0,9.724493,7.9106,-18.7
England,Diclofenac potassium (1001010AG),6.2e-05,5.3e-05,-13.9,8e-06,8e-06,-0.5,8.120654,7.025822,-13.5
England,Diclofenac sodium (1001010C0),0.002315,0.002425,4.7,0.000474,0.000461,-2.8,4.880865,5.260597,7.8
England,Diclofenac sodium (1003020U0),0.000434,0.000436,0.6,4.2e-05,4.2e-05,1.3,10.42971,10.349178,-0.8
England,Diclofenac sodium (1108020A0),0.000112,6.5e-05,-42.5,3e-06,2e-06,-22.4,41.948664,31.09626,-25.9
England,Diclofenac sodium (1308010W0),0.006502,0.007261,11.7,0.000153,0.00017,11.1,42.444994,42.670033,0.5
England,Dicycloverine hydrochloride (0102000J0),0.002819,0.001117,-60.4,2.8e-05,2.7e-05,-5.2,100.230987,41.903741,-58.2
England,Dicycloverine hydrochloride compound preparations (0102000K0),2e-06,0.0,-87.6,0.0,0.0,-81.9,6.927779,4.726454,-31.8
England,Dienogest (0604012W0),0.001011,0.00165,63.1,3.1e-05,4.8e-05,54.5,32.646736,34.466226,5.6
England,Diethylamine salicylate (1003020I0),0.000388,0.000379,-2.2,0.000129,0.000114,-12.0,3.0043,3.337221,11.1
England,Diethylstilbestrol (0803010K0),0.000278,0.000387,39.3,2e-06,2e-06,-17.9,120.543052,204.505853,69.7
England,Diflucortolone valerate (1304000L0),1e-05,0.0,-95.7,0.0,0.0,-57.3,89.022946,9.038949,-89.8
England,Digoxin (0201010F0),0.006797,0.00337,-50.4,0.003411,0.003547,4.0,1.992268,0.949911,-52.3
